"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.389672436E0,1.014526486E-1,-2.115392685E-1,-7.998867035E-1,8.335827736E-1
5.406106670E0,1.330040693E-1,-3.104810715E-1,-2.358417511E-1,4.119586263E-1
5.422541080E0,2.076698542E-1,-2.784936428E-1,-1.480293274E-2,3.477133938E-1
5.438967075E0,2.896190882E-1,-8.936500549E-2,9.090328217E-2,3.164312361E-1
5.455408837E0,3.622001410E-1,1.577982903E-1,5.615615845E-2,3.990523232E-1
5.471840000E0,4.676183462E-1,4.085888863E-1,8.008766174E-2,6.261196605E-1
5.488277368E0,5.909355879E-1,6.491336823E-1,6.442527771E-1,1.088871456E0
5.504711531E0,8.487777710E-1,5.570962429E-1,1.915658951E0,2.168070373E0
5.586881608E0,2.737566233E-1,8.619806767E-1,3.288294792E0,3.410401152E0
5.603313433E0,8.637503386E-1,-4.130983353E-1,4.714867592E0,4.811100840E0
5.619752368E0,1.160416842E0,-1.578357697E0,5.321044922E0,5.670211577E0
5.636180712E0,1.349794388E0,-2.585227013E0,4.576996803E0,5.427176368E0
5.652621336E0,1.202750921E0,-2.760693550E0,2.244855881E0,3.755984103E0
5.669051828E0,9.524371028E-1,-2.199167728E0,1.468820572E-1,2.401051743E0
5.685489083E0,5.618277192E-1,-1.324470282E0,-7.032613754E-1,1.601389545E0
5.701920237E0,3.190805912E-1,-8.490021229E-1,-6.153364182E-1,1.096018219E0
5.718351776E0,5.104818940E-1,-1.423576593E0,1.712522507E-1,1.522001779E0
5.734788086E0,6.484270692E-1,-2.400258541E0,6.517372131E-1,2.570303508E0
5.751211864E0,8.836264610E-1,-3.268261433E0,1.065268517E0,3.549242951E0
5.767656607E0,9.370751381E-1,-3.824012756E0,8.984375000E-1,4.038362702E0
5.784089407E0,7.689691186E-1,-3.699465513E0,-6.193161011E-2,3.779046720E0
5.800525209E0,7.641580105E-1,-2.991738796E0,-1.273394108E0,3.340055545E0
5.816956209E0,7.982898355E-1,-2.109844446E0,-2.185041904E0,3.140560200E0
5.833395063E0,7.397081256E-1,-1.365679741E0,-2.652777195E0,3.074000018E0
5.849824202E0,7.452433705E-1,-9.857544899E-1,-2.545443535E0,2.829555157E0
5.866260796E0,7.549948096E-1,-1.062692642E0,-2.093332767E0,2.466044381E0
5.882694920E0,8.116441965E-1,-1.336823463E0,-1.686067104E0,2.299714233E0
5.899129520E0,7.958506346E-1,-1.577278852E0,-1.335033417E0,2.214385024E0
5.915561955E0,8.089042902E-1,-1.669554949E0,-9.554448128E-1,2.086771350E0
5.931998225E0,8.558595777E-1,-1.635797977E0,-5.633182526E-1,1.930196387E0
5.948430354E0,9.550089240E-1,-1.651975393E0,-1.041851044E-1,1.910999550E0
5.964866531E0,1.109808445E0,-1.694270134E0,4.106426239E-1,2.066604325E0
5.981295945E0,1.135237336E0,-1.808161020E0,9.792976379E-1,2.348879296E0
5.997733833E0,1.136934042E0,-2.129141808E0,1.462658882E0,2.822274767E0
6.014164863E0,1.098706484E0,-2.415520191E0,1.857911110E0,3.239402325E0
6.030610105E0,1.112065911E0,-2.645603180E0,1.954978943E0,3.472441424E0
6.047035368E0,1.133343220E0,-2.569954872E0,1.724006653E0,3.295653780E0
6.063464516E0,1.145208240E0,-2.091598511E0,9.620742798E-1,2.571356288E0
6.079903746E0,1.112786293E0,-1.298342943E0,-1.935558319E-1,1.720886862E0
6.096328012E0,9.271234274E-1,-7.990694046E-2,-1.013265133E0,1.375735875E0
6.112772104E0,1.130115747E0,9.409306049E-1,4.399614334E-1,1.534952139E0
6.129206035E0,1.892102838E0,6.243767738E-1,3.386883736E0,3.929488636E0
6.145640024E0,2.558988810E0,-1.014987469E0,6.113134384E0,6.704404171E0
6.162074301E0,3.112033367E0,-2.890168667E0,7.326992035E0,8.468921943E0
6.178508383E0,3.026020288E0,-3.928811073E0,6.454298973E0,8.139430599E0
6.194942445E0,2.721604824E0,-3.839074135E0,3.744141579E0,6.013669362E0
6.211358940E0,2.221109629E0,-2.592192888E0,7.275409698E-1,3.490287641E0
6.227811017E0,1.861261129E0,-9.618455172E-1,-1.625686169E0,2.651847528E0
6.244244550E0,1.565156460E0,5.864832401E-1,-3.025355816E0,3.456364441E0
6.260675998E0,1.530272841E0,1.388268709E0,-3.395454884E0,3.974687264E0
6.277115604E0,1.834507942E0,1.207360744E0,-2.583057404E0,3.390475617E0
6.293544652E0,2.026480198E0,2.810618877E-1,-1.084552765E0,2.315571739E0
6.309982955E0,2.025228500E0,-5.330891609E-1,4.266262054E-2,2.094649047E0
6.326414860E0,2.143018246E0,-1.154636741E0,9.266881943E-1,2.604700408E0
6.342845363E0,2.047069311E0,-1.249042392E0,1.036891937E0,2.612612591E0
6.359280066E0,1.871065259E0,-9.650760889E-1,4.273967743E-1,2.148237665E0
6.375730841E0,1.863456726E0,-6.292910576E-1,-2.321023941E-1,1.980492294E0
6.392151089E0,1.949910760E0,-3.645820618E-1,-6.510295868E-1,2.087800655E0
6.408574907E0,2.125997066E0,-2.712724209E-1,-6.310472488E-1,2.234205202E0
6.425018876E0,2.377773285E0,-3.558552265E-1,-1.818323135E-1,2.411120430E0
6.441453936E0,2.570740223E0,-4.931700230E-1,3.611564636E-1,2.642414796E0
6.457887723E0,2.692576408E0,-6.677193642E-1,5.948705673E-1,2.837197183E0
6.474321622E0,2.915442228E0,-8.659482002E-1,6.485586166E-1,3.109710268E0
6.490749918E0,3.119160414E0,-8.876813650E-1,3.072652817E-1,3.257537697E0
6.507189421E0,3.144403458E0,-6.218321323E-1,-3.553199768E-1,3.224934200E0
6.523623962E0,3.096938610E0,-2.797009945E-1,-9.537487030E-1,3.252521789E0
6.540057983E0,2.995498180E0,1.000928879E-2,-1.333241940E0,3.278817409E0
6.556491455E0,2.962283134E0,1.669368744E-1,-1.316596031E0,3.245984350E0
6.572926617E0,3.053111553E0,3.386878967E-2,-9.993553162E-1,3.212685528E0
6.589360474E0,3.073095083E0,-1.827650070E-1,-6.846008301E-1,3.153727118E0
6.605791750E0,2.909142017E0,-1.744318008E-1,-4.403200150E-1,2.947442187E0
6.622231905E0,2.672973156E0,-4.412126541E-2,-1.514978409E-1,2.677626519E0
6.638662060E0,2.448924541E0,6.668782234E-2,1.063995361E-1,2.452141826E0
6.655096509E0,2.177736759E0,2.286038399E-1,1.746482849E-1,2.196656353E0
6.671530338E0,1.921643019E0,3.729546070E-1,3.898773193E-1,1.995948735E0
6.687962019E0,1.546244621E0,6.714453697E-1,4.404611588E-1,1.742331009E0
6.704398441E0,9.934845567E-1,1.223262072E0,4.234561920E-1,1.631777193E0
6.720819514E0,4.602124691E-1,1.668293953E0,-7.486534119E-2,1.732225461E0
6.737266697E0,-1.761041880E-1,1.609539509E0,5.909156799E-2,1.620222802E0
6.753700525E0,-7.745480537E-2,7.317693233E-1,2.046802521E0,2.175060033E0
6.770134700E0,2.489068061E-1,-3.447210789E-1,4.102188110E0,4.124164705E0
6.786569097E0,3.504148424E-1,-1.189062476E0,5.505743980E0,5.643569519E0
6.803003282E0,-1.430767477E-1,-1.435603619E0,5.151191711E0,5.349411627E0
6.819437538E0,-1.108745694E0,-9.798028469E-1,2.933855057E0,3.285853942E0
6.835871396E0,-1.717861891E0,-2.591943741E-1,5.963830948E-1,1.836818988E0
6.852305357E0,-1.692105889E0,-9.361600876E-2,-9.270792007E-1,1.931699289E0
6.868739917E0,-1.401244521E0,-4.122488499E-1,-1.482330322E0,2.081042649E0
6.885174060E0,-9.645356536E-1,-1.085052013E0,-1.223729134E0,1.898731127E0
6.901607308E0,-8.744837046E-1,-1.612695575E0,-1.076647758E0,2.127129324E0
6.918030222E0,-8.795437217E-1,-1.895485282E0,-1.285342693E0,2.453276880E0
6.934476307E0,-1.076161385E0,-1.807166338E0,-1.946712494E0,2.865948889E0
6.950911845E0,-1.145446539E0,-1.507542968E0,-2.553661346E0,3.178980945E0
6.967343018E0,-1.113290310E0,-1.131983757E0,-2.939070702E0,3.340499832E0
6.983775656E0,-1.158181667E0,-6.265366077E-1,-3.186632633E0,3.447979181E0
7.000204306E0,-1.055064917E0,-3.007109165E-1,-2.932995796E0,3.131461859E0
7.016646232E0,-7.535299063E-1,-1.950232983E-1,-2.247276783E0,2.378254475E0
7.033069206E0,-5.180445910E-1,-6.910848618E-2,-1.390229702E0,1.485222140E0
7.049514325E0,-4.880521297E-1,3.433275223E-2,-7.391948700E-1,8.864438364E-1
7.065947665E0,-5.278534889E-1,2.294008732E-1,-4.575166702E-1,7.352384443E-1
7.082383426E0,-5.783593655E-1,4.839558601E-1,-3.266019821E-1,8.218160895E-1
7.098816349E0,-5.160809755E-1,7.400009632E-1,-7.233715057E-2,9.050821301E-1
7.115250594E0,-4.405539632E-1,8.951327801E-1,1.312417984E-1,1.006267806E0
7.131681737E0,-5.210895538E-1,1.099966764E0,-1.300811768E-3,1.217153605E0
7.148119003E0,-5.728006363E-1,1.312822104E0,-4.906244278E-1,1.514039225E0
7.164552698E0,-5.540201068E-1,1.686238289E0,-9.635496140E-1,2.019595431E0
7.180987229E0,-5.884413719E-1,2.271046638E0,-1.290266037E0,2.677443282E0
7.197420213E0,-7.359541655E-1,2.792435408E0,-1.412856102E0,3.214885131E0
7.213848344E0,-8.414961696E-1,3.020633698E0,-1.224212646E0,3.366161069E0
7.230274065E0,-7.627350092E-1,2.889532804E0,-7.533674240E-1,3.082000486E0
7.246726000E0,-5.368068814E-1,2.566800594E0,-8.265209198E-2,2.623634557E0
7.263161029E0,-2.392212152E-1,2.214842319E0,9.850978851E-1,2.435810160E0
7.279588652E0,2.370278239E-1,1.817545891E0,2.578047752E0,3.163223904E0
7.296025286E0,6.741883159E-1,1.400070667E0,4.596628189E0,4.852186978E0
7.312459991E0,8.589013219E-1,1.276088953E0,5.523995399E0,5.734164252E0
7.328894724E0,5.242819190E-1,1.639299154E0,4.788428307E0,5.088341468E0
7.345314280E0,1.735710204E-1,1.799695015E0,3.652353287E0,4.075378949E0
7.361761831E0,-8.749936521E-2,1.656224012E0,2.708648682E0,3.176084350E0
7.378185588E0,-1.690747738E-1,9.313375950E-1,2.408080101E0,2.587436138E0
7.394630401E0,-1.222217232E-1,-1.141462326E-1,2.595230103E0,2.600612773E0
7.411053977E0,-7.664890587E-2,-1.255976081E0,2.545717239E0,2.839723091E0
7.427494631E0,3.943243027E-1,-2.261538982E0,2.461726189E0,3.366028231E0
7.443921073E0,7.699684501E-1,-2.691375256E0,2.007573128E0,3.444807984E0
7.460367149E0,9.096558094E-1,-2.509555340E0,1.272504807E0,2.957128705E0
7.476800693E0,7.517568469E-1,-1.830936670E0,2.522506714E-1,1.995268866E0
7.493234379E0,4.730061889E-1,-1.083280683E0,-7.959079742E-1,1.425026805E0
7.509668644E0,1.993220598E-1,-6.550743580E-1,-1.640267372E0,1.777450070E0
7.526103042E0,-1.609846950E-2,-6.317617893E-1,-2.213116169E0,2.301578870E0
7.542537003E0,-1.829186082E-1,-8.776991367E-1,-2.568802834E0,2.720765148E0
7.558970871E0,-3.052667677E-1,-1.224441409E0,-2.784241676E0,3.056868704E0
7.575402278E0,-3.143498898E-1,-1.458379030E0,-2.970751286E0,3.324311726E0
7.591841589E0,-2.712834477E-1,-1.360071182E0,-3.246802330E0,3.530596791E0
7.608273332E0,-1.925064623E-1,-1.057296515E0,-3.446819782E0,3.610471059E0
7.624707414E0,-7.419066131E-2,-7.259066105E-1,-3.524682999E0,3.599421468E0
7.641140225E0,-9.765118361E-3,-4.214138985E-1,-3.560228825E0,3.585096137E0
7.657562802E0,-2.883198857E-2,-1.183793545E-1,-3.468527317E0,3.470666608E0
7.674007484E0,-1.089407057E-1,1.360423565E-1,-3.180236816E0,3.185008918E0
7.690445494E0,-3.328447044E-2,3.037729263E-1,-2.562520504E0,2.580677659E0
7.706876738E0,2.250154018E-1,3.959183693E-1,-1.664577007E0,1.725746186E0
7.723312408E0,4.275465012E-1,4.004147053E-1,-8.275203705E-1,1.013862866E0
7.739746327E0,5.812226534E-1,4.170351028E-1,-2.369909286E-1,7.535932259E-1
7.756179534E0,5.666919351E-1,5.984992981E-1,-5.704116821E-2,8.261929883E-1
7.772613485E0,4.598391652E-1,9.661288261E-1,-1.109848022E-1,1.075720499E0
7.789048208E0,3.922760785E-1,1.392602921E0,-1.454820633E-1,1.454093686E0
7.805482748E0,2.842270732E-1,1.839259386E0,2.825832367E-2,1.861305631E0
7.821913657E0,4.297042489E-1,2.158889532E0,7.222652435E-1,2.316703873E0
7.838350018E0,6.472201347E-1,2.080283642E0,2.353826523E0,3.207331170E0
7.854774029E0,7.984851003E-1,1.751831770E0,4.247770309E0,4.663694416E0
7.871203860E0,8.434489965E-1,1.498958111E0,5.604708672E0,5.862682059E0
7.887649590E0,3.039635122E-1,1.947188377E0,5.174396515E0,5.536995186E0
7.904089562E0,-1.108715236E-1,2.564403296E0,3.677798271E0,4.484936664E0
7.920517450E0,-2.738109529E-1,2.902943134E0,2.332880020E0,3.734217517E0
7.936959151E0,-7.913404703E-2,2.365253925E0,1.729968071E0,2.931463432E0
7.953387823E0,2.082427442E-1,1.185244322E0,1.812359810E0,2.175503901E0
7.969824153E0,2.740728259E-1,-3.893256187E-2,1.793573380E0,1.814810493E0
7.986257045E0,1.631751955E-1,-9.805779457E-1,1.459692955E0,1.766030230E0
8.002678402E0,-1.079957187E-1,-1.426321268E0,6.343841553E-1,1.564767935E0
8.019125189E0,-3.862511516E-1,-1.488334417E0,-5.501089096E-1,1.633079637E0
8.035560390E0,-5.151025653E-1,-1.424058199E0,-1.603103161E0,2.205269179E0
8.051993253E0,-7.677451968E-1,-1.254263639E0,-2.049952030E0,2.522877978E0
8.068427752E0,-7.557041645E-1,-1.335422993E0,-1.639563560E0,2.245576100E0
8.084860847E0,-6.284748316E-1,-1.659322262E0,-8.682661057E-1,1.975403000E0
8.101296548E0,-3.292037249E-1,-2.107460022E0,-2.867498398E-1,2.152205452E0
8.117730121E0,-2.087924927E-1,-2.463902473E0,-8.674907684E-2,2.474254455E0
8.134163970E0,-1.965474933E-1,-2.452421188E0,-4.619207382E-1,2.503272133E0
8.150597971E0,-3.663274050E-1,-2.030834675E0,-1.521628380E0,2.563949721E0
8.167032043E0,-3.907906413E-1,-1.535048723E0,-2.581038952E0,3.028341787E0
8.183466035E0,-3.083942235E-1,-1.022942543E0,-3.300283432E0,3.468917580E0
8.199889994E0,-3.006057143E-1,-4.333639145E-1,-3.693586349E0,3.731051889E0
8.216333487E0,-2.379513681E-1,-7.207727432E-2,-3.705353737E0,3.713685811E0
8.232765596E0,-1.671490967E-1,1.718027592E-1,-3.364305496E0,3.372833598E0
8.249206310E0,-2.062027752E-1,4.573447704E-1,-2.854014874E0,2.897772372E0
8.265633659E0,-3.470359147E-1,8.384766579E-1,-2.301116467E0,2.473583236E0
8.282073805E0,-6.740136147E-1,1.232949018E0,-1.725676537E0,2.225402692E0
8.298505008E0,-8.747312427E-1,1.383176327E0,-1.343338013E0,2.117283286E0
8.314928622E0,-9.936593771E-1,1.387477398E0,-1.058007240E0,2.007942182E0
8.331373183E0,-1.131625175E0,1.472992182E0,-6.457643509E-1,1.966543440E0
8.347802759E0,-1.190790415E0,1.528037071E0,-1.370878220E-1,1.942079343E0
8.364241693E0,-1.088807106E0,1.492139816E0,7.141046524E-1,1.980385720E0
8.380671453E0,-7.857983112E-1,1.180294991E0,1.967587471E0,2.425278480E0
8.397109431E0,-6.281471252E-1,9.088315964E-1,3.447181702E0,3.619890242E0
8.413543311E0,-6.621376276E-1,9.983603954E-1,4.664297104E0,4.815684499E0
8.429977301E0,-7.700158358E-1,1.442721844E0,4.701149940E0,4.977467375E0
8.446411537E0,-5.899744630E-1,1.621918917E0,3.870419502E0,4.237786918E0
8.462846148E0,-4.031797051E-1,1.712085009E0,3.062238693E0,3.531443723E0
8.479276466E0,-8.214116096E-4,1.393988848E0,2.995807648E0,3.304250149E0
8.495711576E0,2.649744749E-1,8.456923962E-1,3.096684456E0,3.221003216E0
8.512150623E0,2.138239443E-1,8.732175827E-2,2.879122734E0,2.888372117E0
8.528582111E0,2.899847925E-1,-7.221951485E-1,2.372979164E0,2.497336006E0
8.545015990E0,4.904132783E-1,-1.623763084E0,1.425888062E0,2.215912566E0
8.561450398E0,8.292613029E-1,-2.266127110E0,4.445047379E-1,2.453689232E0
8.577879791E0,1.102515936E0,-2.357271671E0,-3.944807053E-1,2.632087793E0
8.594322540E0,1.098705530E0,-1.837317228E0,-6.036081314E-1,2.224237221E0
8.610753094E0,8.445949554E-1,-9.454429150E-1,-7.666320801E-1,1.481528836E0
8.627175741E0,3.921952248E-1,-3.535385132E-1,-1.203104973E0,1.313875242E0
8.643620627E0,-2.109527588E-2,-2.261765003E-1,-1.704668045E0,1.719736597E0
8.660068799E0,-2.211127728E-1,-4.547150135E-1,-2.181050777E0,2.238892381E0
8.676488537E0,-2.410911322E-1,-6.965537071E-1,-2.633477211E0,2.734687226E0
8.692922855E0,-2.305223048E-1,-7.257091999E-1,-3.215377331E0,3.304307152E0
8.709356733E0,-2.838311791E-1,-5.626029968E-1,-3.665855885E0,3.719621168E0
8.725790846E0,-2.474159747E-1,-5.523302555E-1,-3.855712891E0,3.902922658E0
8.742225682E0,-7.357079536E-2,-6.344597340E-1,-3.511912346E0,3.569520996E0
8.758659256E0,8.245184273E-2,-6.183755398E-1,-2.758090019E0,2.827763634E0
8.775093277E0,1.898436397E-1,-4.693357944E-1,-1.879625320E0,1.946614507E0
8.791527716E0,2.372272313E-1,-2.247097492E-1,-1.075556755E0,1.124096777E0
8.807961625E0,2.481676638E-1,-1.664686203E-2,-6.346769333E-1,6.816737614E-1
8.824395544E0,2.188591063E-1,1.770586967E-1,-6.139488220E-1,6.754126491E-1
8.840829952E0,1.968562454E-1,2.999463081E-1,-7.041025162E-1,7.902408003E-1
8.857263638E0,2.033901215E-1,3.843655586E-1,-6.310024261E-1,7.663344479E-1
8.873698320E0,1.321967840E-1,5.370211601E-1,-5.668659210E-1,7.919625550E-1
8.890130135E0,-9.414394200E-2,9.037399292E-1,-2.552633286E-1,9.438052280E-1
8.906568143E0,-2.674414515E-1,1.281708241E0,1.941108704E-1,1.323623804E0
8.923000904E0,-3.679822683E-1,1.510762215E0,7.426910400E-1,1.723195694E0
8.939433999E0,-2.516835928E-1,1.532697678E0,1.523036003E0,2.175349505E0
8.955868275E0,-1.035510153E-1,1.337234497E0,2.277306557E0,2.642923394E0
8.972288238E0,-2.262218595E-1,1.179884911E0,2.990929604E0,3.223191683E0
8.988733480E0,-5.861250758E-1,1.357598782E0,2.897435188E0,3.252959841E0
9.005170308E0,-9.403861165E-1,1.638998032E0,2.454497337E0,3.097611624E0
9.021604616E0,-9.053715467E-1,1.668211937E0,2.680008888E0,3.284063998E0
9.038032279E0,-7.608582973E-1,1.267253876E0,3.255469322E0,3.575320719E0
9.054462526E0,-5.374090075E-1,2.865214348E-1,3.741778374E0,3.791016799E0
9.070906741E0,-4.256438017E-1,-8.703067303E-1,3.740144730E0,3.863585000E0
9.087341351E0,-5.053944588E-1,-1.644215822E0,2.895587921E0,3.367981389E0
9.103773613E0,-6.696990728E-1,-1.981136799E0,1.462481499E0,2.551911440E0
9.120208011E0,-7.533974648E-1,-1.887841225E0,2.024955750E-1,2.042683697E0
9.136643314E0,-7.137311697E-1,-1.496963501E0,-5.243902206E-1,1.739338095E0
9.153077763E0,-4.851578176E-1,-1.093511581E0,-3.964614868E-1,1.260288617E0
9.169511571E0,-8.841784298E-2,-1.019039154E0,1.752605438E-1,1.037773950E0
9.185946223E0,2.691681683E-2,-1.085188150E0,3.035421371E-1,1.127162662E0
9.202376929E0,-1.141267568E-1,-1.133888006E0,-4.034147263E-1,1.208912887E0
9.218816362E0,-1.151092350E-1,-1.186271191E0,-1.344323635E0,1.796578835E0
9.235246965E0,-9.308397770E-3,-1.260506630E0,-2.342228889E0,2.659887174E0
9.251683550E0,-8.785843849E-3,-1.153468847E0,-3.200426102E0,3.401954557E0
9.268115871E0,-1.742271483E-1,-9.182312489E-1,-3.741337776E0,3.856308089E0
9.284539995E0,-2.257810235E-1,-7.301068306E-1,-3.915748119E0,3.989626096E0
9.300984282E0,-4.209008813E-2,-5.597565174E-1,-3.497797012E0,3.542553158E0
9.317418984E0,1.746911108E-1,-4.753551483E-1,-2.804820061E0,2.850174569E0
9.333852150E0,6.027063727E-2,-3.392558098E-1,-2.199821949E0,2.226644036E0
9.350271432E0,-2.555959225E-1,-9.326171875E-2,-2.033824444E0,2.051942712E0
9.366722696E0,-5.813811421E-1,2.934617996E-1,-1.993451595E0,2.097134503E0
9.383155874E0,-7.401257753E-1,6.498379707E-1,-1.714971542E0,1.977676147E0
9.399583486E0,-7.131715417E-1,7.761516571E-1,-1.552072525E0,1.876154089E0
9.416022980E0,-7.018874288E-1,7.842216492E-1,-1.499161243E0,1.831702484E0
9.432457480E0,-6.657068133E-1,8.590660095E-1,-1.119186878E0,1.560044627E0
9.448891562E0,-4.785623550E-1,1.011140823E0,-4.807500839E-1,1.217599415E0
9.465324953E0,-2.494245768E-3,7.533512115E-1,8.673343658E-1,1.148831220E0
9.481759706E0,2.667000890E-1,4.369602203E-1,2.218811035E0,2.277100257E0
9.498190615E0,1.944632269E-2,6.074166298E-1,3.298167229E0,3.353690533E0
9.514625104E0,-1.071549952E-1,9.956951141E-1,3.672213554E0,3.806316243E0
9.531064447E0,-1.348306984E-1,1.367120266E0,3.094484329E0,3.385709734E0
9.547489404E0,-2.322663665E-1,1.643793106E0,2.247240067E0,2.793938324E0
9.563932997E0,-3.665797412E-1,1.764112473E0,1.954009056E0,2.657936213E0
9.580364212E0,-2.677518725E-1,1.571774006E0,2.660236359E0,3.101454832E0
9.596798111E0,3.828349710E-2,7.512168884E-1,3.457174301E0,3.538056894E0
9.613232122E0,3.021274805E-1,-3.749237061E-1,3.536144257E0,3.568776401E0
9.629656195E0,3.985754251E-1,-1.576278687E0,3.013412476E0,3.424057770E0
9.646100459E0,5.584122539E-1,-2.350225449E0,2.200904846E0,3.267929933E0
9.662516151E0,7.114171386E-1,-2.465390444E0,1.439469337E0,2.942165250E0
9.678968482E0,8.559285402E-1,-1.968780518E0,9.417762756E-1,2.344280902E0
9.695402748E0,9.708624482E-1,-1.305751801E0,9.216909409E-1,1.870047018E0
9.711826760E0,8.890632391E-1,-6.878027916E-1,8.648157120E-1,1.418242694E0
9.728270944E0,7.751247883E-1,-4.436178207E-1,1.448020935E-1,9.047556878E-1
9.744705137E0,6.913370490E-1,-5.899882317E-1,-9.207253456E-1,1.293741934E0
9.761135965E0,6.123155951E-1,-7.287960052E-1,-1.922041416E0,2.144835008E0
9.777573751E0,4.574519992E-1,-6.925945282E-1,-3.013488293E0,3.125709712E0
9.794007140E0,4.152272344E-1,-5.353922844E-1,-3.869658470E0,3.928525834E0
9.810441346E0,3.685932457E-1,-4.469380379E-1,-4.409296989E0,4.447191758E0
9.826880128E0,4.009305835E-1,-3.741521835E-1,-4.479298592E0,4.512743186E0
9.843310040E0,5.814738870E-1,-2.955861092E-1,-3.834584713E0,3.889668746E0
9.859742169E0,7.262583375E-1,-2.377634048E-1,-3.057927132E0,3.151967790E0
9.876178916E0,7.647922635E-1,-2.259893417E-1,-2.379999161E0,2.510054660E0
9.892609357E0,7.879521251E-1,-3.382887840E-1,-1.961285114E0,2.140548330E0
9.909049512E0,9.874493480E-1,-3.481574059E-1,-1.623947144E0,1.932219998E0
9.925477206E0,1.265333176E0,-1.596775055E-1,-8.483467102E-1,1.531749683E0
9.941917535E0,1.336041927E0,2.566552162E-1,-4.069423676E-2,1.361078966E0
9.958348271E0,1.248666525E0,8.275995255E-1,7.786092758E-1,1.688289510E0
9.974782577E0,1.120727539E0,1.199366093E0,1.373549461E0,2.140361503E0
9.991213903E0,9.103621244E-1,1.365999222E0,1.690855980E0,2.356630437E0
1.000764985E1,8.362388611E-1,1.460817814E0,1.637331009E0,2.348219954E0
1.002408543E1,6.435188055E-1,1.699242115E0,1.336403847E0,2.255552141E0
1.004051924E1,5.677507520E-1,1.827619076E0,1.614238739E0,2.503657147E0
1.005695256E1,6.421046257E-1,1.838765621E0,2.251206398E0,2.976791495E0
1.007338626E1,5.391672850E-1,1.709623814E0,2.390259743E0,2.987784561E0
1.008982230E1,1.884494424E-1,1.799195766E0,2.034482002E0,2.722450296E0
1.010625537E1,8.808958530E-2,1.516667366E0,1.537037849E0,2.161139751E0
1.012268681E1,2.107449174E-1,5.787215233E-1,1.848141670E0,1.948065619E0
1.013912291E1,3.082895279E-1,-9.011888504E-2,2.729951859E0,2.748781729E0
1.015555769E1,3.215792179E-1,-7.955904007E-1,3.032665253E0,3.151735365E0
1.017199019E1,4.962599277E-2,-1.181064367E0,2.199685097E0,2.497196489E0
1.018841619E1,-3.083595634E-1,-1.084939480E0,7.921180725E-1,1.378270777E0
1.020484789E1,-5.275789499E-1,-8.261713982E-1,-1.115350723E-1,9.865793429E-1
1.022128709E1,-6.402275562E-1,-6.255817413E-1,-5.513358116E-1,1.051292070E0
1.023773163E1,-5.237456560E-1,-6.572985649E-1,-1.305027008E-1,8.505185892E-1
1.025417078E1,-3.915249705E-1,-9.000110626E-1,4.709186554E-1,1.088612004E0
1.027059314E1,-1.398429871E-1,-1.257798195E0,1.022106171E0,1.626749330E0
1.028702092E1,1.983407140E-2,-1.569531202E0,1.182229996E0,1.965067263E0
1.030346466E1,4.197317362E-2,-1.706824780E0,8.305568695E-1,1.898640906E0
1.031989834E1,-2.253560424E-1,-1.470913649E0,-2.483158112E-1,1.508652727E0
1.033633268E1,-4.699595273E-1,-9.931333065E-1,-1.412198544E0,1.789268132E0
1.035276664E1,-5.910885334E-1,-6.776247025E-1,-2.076651573E0,2.262972083E0
1.036920145E1,-5.540972948E-1,-5.697169304E-1,-2.257793427E0,2.393581490E0
1.038562199E1,-4.198241830E-1,-6.924815178E-1,-2.430535316E0,2.561890888E0
1.040206506E1,-4.396086931E-1,-7.415032387E-1,-2.711471558E0,2.845199618E0
1.041850065E1,-5.834885836E-1,-5.529670715E-1,-2.835150719E0,2.946915524E0
1.043492275E1,-6.915026903E-1,-1.068196297E-1,-2.685711384E0,2.775361605E0
1.045135954E1,-8.173317313E-1,3.068389893E-1,-2.341979027E0,2.499409347E0
1.046780096E1,-8.699175119E-1,3.099493980E-1,-1.773549557E0,1.999575739E0
1.048424275E1,-1.095811486E0,3.243799210E-1,-1.298239231E0,1.729580946E0
1.050067124E1,-1.300090790E0,4.112195969E-1,-1.096768856E0,1.749925582E0
1.051710613E1,-1.338985920E0,4.021778107E-1,-4.575848579E-1,1.471058866E0
1.053354647E1,-1.228172183E0,3.692789078E-1,4.861354828E-1,1.371532548E0
1.054997595E1,-1.131169081E0,4.045591354E-1,1.463311195E0,1.893275267E0
1.056641092E1,-1.067709923E0,4.067430496E-1,2.197944641E0,2.477176827E0
1.058284409E1,-8.590841889E-1,3.315134048E-1,2.558615685E0,2.719272146E0
1.059928539E1,-7.708746195E-1,4.874615669E-1,2.288044930E0,2.463131352E0
1.061571235E1,-4.389414489E-1,5.228986740E-1,1.514595985E0,1.661352948E0
1.063213714E1,1.609313488E-2,5.047764778E-1,1.393558502E0,1.482249500E0
1.064857759E1,4.934694767E-1,3.784956932E-1,2.326852798E0,2.408529647E0
1.066501477E1,7.212088704E-1,-1.651892662E-1,3.457943916E0,3.536213491E0
1.068143846E1,8.228739500E-1,-1.019481421E0,4.061406136E0,4.267491500E0
1.069788321E1,1.032033443E0,-1.895273924E0,3.452903748E0,4.071817845E0
1.071431628E1,1.076980352E0,-2.191178322E0,2.074347496E0,3.203758207E0
